,18Dec2020,10May2021,distance_px
0,f6c06408-c7f1-457e-a183-391994fa8d11,b9a1750d-568f-4ca0-aa91-ef3426137581,112.98340586121486
1,60918dc7-21b7-4c89-8c14-97a3d9203be0,b73ebc8f-ce54-425b-9181-4048fa6bbe65,266.6631770605008
2,eb53b671-4822-46cf-96b8-79ec60a6c213,8303edce-b353-4657-a236-2c8dc4f1b2ec,107.11675872616759
3,9d9b7922-bd61-46a4-b0a2-c548f8f8ccb1,e81f20b7-0d6c-4290-96a5-00e3527fb69b,81.70679286326198
4,3d3fbcb3-39f9-47fe-9d5b-2d9a2eac86f1,a7c3ff53-8003-4d2e-8e5e-4e7445ba56a9,168.68980407837338
5,f2cbae50-ce35-420a-b76d-b2edc1a55fec,19c4e6f8-4164-4634-98b3-e5893d42d9b1,257.0992026436488
6,08d01e1f-cd32-4be5-b1e2-c1de9bf918b4,53df3dcd-e2e5-4187-bb2d-86a5f227bc0d,149.65042599337966
7,922bbf4c-dc63-4d8e-aaf7-bc396d2d844e,a2c3f29c-6e6a-4fc9-893d-beac485be8e6,136.20297353582262
8,14d6b7ba-4e0b-4790-ae9b-bd029d904fbc,2b9572d3-1128-42fc-9928-e9bcd7631b5c,81.21576201698781
9,c50582d1-ef45-4de3-8f13-3ccb9d5242c4,2bfe22bb-00bd-48b0-ae8f-56c08ba1684a,69.11765331664553
10,c15b704a-ed08-4a48-914c-94d4588ce3ad,0551cfa7-fe10-46c6-a915-4dc2aed6f383,157.6586502542756
11,b42c43c2-a2dc-4c1f-88ab-1dd2f9c67d13,04906f78-6dec-4b10-bfaf-cbe93d3d4dcf,164.47796204963143
12,a32288d7-ef50-4eb9-9c4a-36714d93317d,1362ef4d-b89f-4a63-a62f-bc205775ea42,89.19921524318474
13,05566bdc-1dbc-4884-acd1-b5135f024e3c,791f57b2-b7df-49be-86a0-3cb93602f186,186.37931752208988
14,ac4f5993-606e-4af0-87f3-01d8e5a589ce,a9e6cea7-abff-4149-8e15-69080b0bf721,120.79010721081424
15,f9af6706-c53d-46b5-93b5-b18a11189920,473bc300-7505-48ef-a36f-4bcbeaa8dee3,73.27004845091888
16,5acb0111-d543-4842-9699-692f0f0e8020,01cc637a-40cd-42dd-af5d-f3109100c25b,98.8243391073272
17,89cb0dc2-6ced-43c2-858b-eb83427a9cbd,84292094-66e8-4e0a-af05-6cee67270ad4,134.52880732393342
18,05fd5d73-88fc-4407-8fe7-c24b47e1bd4f,8f4a44f0-f8d5-4352-b060-d3b051e69e39,92.58104557629494
19,db4aefc3-8cb6-4d80-9480-8261cc3717fe,f7d4537f-137b-4946-bee8-40c8ba32d120,138.97661673821247
20,30a62970-a405-482f-a077-de37057f9e5d,c3c57bf4-fda0-4123-b8d1-8efe483573b7,107.29864864013899
21,9a57d87c-27b1-4c96-b5c4-3f73e2b6c398,62d62a83-5794-42ea-888e-5ea34b2007ea,72.80968342191855
22,110a6568-b747-4e0c-9b01-66597a7073c3,49a6674e-03ed-4db8-b06f-29896203f45f,112.32208153341888
23,4ddad6c6-8aa2-4c88-9e9c-b6235ddc8597,78e4948c-146d-49cb-9781-12d4e218ff6b,23.769728648009426
24,a594622e-7b24-4575-b3ab-75401af45177,497e3d61-564a-4363-8ed0-34eba533423c,87.20808448762075
25,dc013877-df8e-4fd0-89c3-d011530d75be,71788577-73b7-4298-9f39-e3a77abdfd17,132.90692231783865
26,6c615df1-b8c1-46ab-858d-0ce6c25ca22b,99ec620f-d0be-40cf-b0d3-e65ef1a43375,112.98340586121486
27,50f1d106-e14b-4800-8b0e-3f5f9c8b3426,c99ac74f-a39c-4e0e-ba93-325bd123b855,322.9133010577297
28,b8f830ce-df41-4bd0-b793-7742eaefb6f7,13907abb-29d6-4d83-bdf9-03063ec23d1b,203.05787352378138
29,56579600-1e7d-4ad4-a433-43b175c3f7d6,a6118281-8a8a-4b06-b04b-340a94e427f4,35.654592972014136
30,9c2074f6-ded2-4bfb-aad3-471b5c4c62e3,0bab7859-06a1-44c1-8e6c-f9dcf76c9393,197.12178976460214
31,6ae70944-9e51-464d-9343-cee2816de3dc,2120d65a-8612-4567-b5ee-f6960619495c,233.84022322945214
32,5b2ceb74-1b79-4907-b82f-0f603fee7c89,343eada3-6f83-4d0d-8ad0-819a7a259183,41.20982892466311
33,484472db-958c-4ce7-b705-a91fefcb6de5,1ea6e690-2996-40f2-a754-703a7bb805fb,112.65211937642363
34,d741735d-5d58-45d8-89b4-1eb93832794e,8e5ecfcc-757e-407c-9485-62fd5ee200c3,46.013584950533904
35,6900277e-8a36-4f66-a321-557d421afe52,b66b7a52-7e5e-4ca5-bec3-9d433d49adfd,137.30440633861681
36,b4cc7e0a-a461-4ba8-a1b6-4f8ba34f66f9,f9da5e50-6bf5-4f5f-956a-3f42be784c10,238.5340646532482
37,38643538-49a8-4f4a-879d-de52028c845c,e6704d7f-f404-463c-aa22-f9b75554a014,183.0416619242734
