,183deg,93deg,distance_px
0,938ff7cf-0b90-4304-b60e-540aed35bc81,f612c249-9f9f-474c-9c21-31df38d30452,93.03897032964197
1,787d7809-623d-45c8-a263-217163d39b4c,c734d4fd-8810-45ce-8a10-c236c0a891e1,216.37756353189673
2,73c55de3-1205-43ee-bcae-d3d3e38ddad7,21236412-3395-43ea-9373-09b8ab721fee,185.34832073693033
3,0fdae412-6112-4853-aab6-df5a6d9ebe32,6fbda893-1126-4e1a-afd2-adca7ce6a133,241.91424100288103
4,d2a40097-4615-42f4-a644-6726d57dd645,1e6cf99b-5b52-4854-859d-27100c6435e1,152.11919668470512
5,a9694274-5329-4816-8655-090f86168245,6fbda893-1126-4e1a-afd2-adca7ce6a133,328.3873475029146
6,185f1d11-38b2-495c-aedb-31b8c3dd5e71,df04f5aa-4f47-45bc-9705-b6e098a3168f,392.4363005635437
7,52e76e2a-8ad5-46b8-b658-a7134dec7bab,cf21a80f-1dd9-4e81-a01e-4a09e891a79a,25.104780421266383
8,ec3a1227-006c-4541-8659-6bcfaad48a49,7658c7e2-9646-4418-b900-efcb7fb390b0,182.5602640225961
9,670f172c-c262-4092-a07a-32cd7d5a5c8b,a0f076c4-c73b-482d-a134-519470589f43,412.7529527453438
10,553679c3-634a-4a7a-9284-ff0883f425da,c80665d5-6863-4010-a4b4-cfb289cbcf95,166.22951001552042
11,a90e2d3f-0330-4511-b256-29490484739f,b9407d31-3b71-4630-b7f0-23e2ae302b2d,236.25886226764067
12,8e19832d-e1c4-43c6-88d9-80a971808086,6020c9ad-431f-4b64-87e8-257731097206,268.49255110710243
13,8dc543e8-029b-42c3-98f0-1a0dcba1580c,0e63b6f3-37ec-4756-8275-4fc5fe79bb3d,207.22029340776447
14,2ed62c60-435b-4abf-b29a-550a6603a49c,923a99d7-160d-494f-b5c9-620fb66424f4,287.8167819985485
15,b72aef60-504e-4ee7-ae89-60aece7f28b6,6fbda893-1126-4e1a-afd2-adca7ce6a133,166.6283289239858
16,11b5fe91-018c-4bdc-9275-8bc39d43b86c,b9407d31-3b71-4630-b7f0-23e2ae302b2d,479.25280385199625
17,015652d3-7d61-464a-bdd7-3d5616a316f1,c734d4fd-8810-45ce-8a10-c236c0a891e1,230.00706510887878
18,38872d2d-a279-40b4-a02b-f1aa4eef05b2,923a99d7-160d-494f-b5c9-620fb66424f4,530.1558733052007
19,9f0ae679-bd44-4c59-b114-0a52a3c2227e,6fbda893-1126-4e1a-afd2-adca7ce6a133,224.40643930154945
20,d35e9bfc-3a2b-4dc4-90bd-425f5c21fe91,b9407d31-3b71-4630-b7f0-23e2ae302b2d,464.40984055034835
21,770675da-edca-4e4c-8069-c652f0a2dd6c,320cab82-ea17-43ae-9b49-2c0a66e0441b,329.3144394040444
22,c54f481c-4a12-44cb-a8b1-e64768821c6b,dff10268-328d-4f45-a171-339895be3255,218.4931349035937
23,0da4980b-b047-410e-9c1d-86538fb24511,ac9b8e0c-c750-4a14-9206-130ccf9519aa,83.0451684326066
24,24f6583b-5287-4f93-b104-55ecfe3ca3e2,d9134dcc-1615-4a3e-b801-59cd6adaf6cc,223.8062778386701
25,7ebc110e-7011-4a2e-9bcd-7d3b84d15b47,c80665d5-6863-4010-a4b4-cfb289cbcf95,410.6044325138247
26,179b401c-4967-4bb3-b8a1-96c53398e56f,0e63b6f3-37ec-4756-8275-4fc5fe79bb3d,244.4059123671111
27,f7b9282b-393e-4dec-9fe1-7719c545c368,7ded4399-4bcf-4a06-81e2-a077eacba055,315.98496799689696
28,662a8a71-bb1d-42ad-ae95-fe4c90b5d7f5,5226524c-36aa-4c77-9724-2dbf22171be2,235.83309776195537
29,9aa7e590-108a-4e8e-af95-e95532594445,074b15af-cb54-4355-8e5e-590d60ba12a9,116.0010775812018
30,797b9da6-199c-4601-919d-7a5f1c19389c,a2827b71-c570-422c-b246-d6ed6d25a279,39.37321424522006
31,73954c6b-5b48-4439-a346-881419f6a9f8,b43f87e3-3dd2-481c-aa55-5ad4b8def08d,378.22645333186307
32,26b5c31e-45ad-4be2-84f5-adc91810cae8,e27e58e0-8914-4c56-a3fa-5bafdaed819a,189.17782639622436
33,9e848561-60c1-42b2-a0d0-8b133af23e79,85231a43-004b-43fd-8570-e961a33aa178,371.54575761270644
34,1bce98df-734f-4290-8d28-74f33e8d7b9b,b431acd2-f393-42ba-85ce-097265d374ac,130.2737502338825
35,91df68e2-d435-4c4a-9d22-fb33ee0cd345,74f370d4-8a45-49ff-88fa-14eefcf52bb1,172.91688755005973
36,d2dee9f3-d499-42cb-a90e-7e971be8e2b5,762084a2-6836-497b-95a9-06aed14ffc57,193.53617232961903
37,ea420781-6873-48c3-a11e-240f76da1653,74f370d4-8a45-49ff-88fa-14eefcf52bb1,311.77716401301745
38,82740579-c835-476b-bf02-4de316760c8a,c6fd2690-771f-4351-8f87-ee385b16b13b,295.78539517697624
39,cd936d6d-9924-43c8-851c-d9f8c85dd594,23edf482-02f2-44c9-9f8f-b558c81b5614,613.7466904187753
40,c3fa2bfc-4957-4ffe-980d-06843bb65647,b9422771-bade-4384-b52c-3d63a17cfc5a,188.84517468021258
41,3c0ff9f6-5d6a-458f-aa0a-6680166c14b0,85231a43-004b-43fd-8570-e961a33aa178,138.75247745535933
42,5016c646-8a92-493b-bf0e-b6398f139cf7,8f52661b-ab96-4bbb-9035-cab47d4b5dca,238.2991817023298
43,28e6babb-ed01-47cd-bb9e-b6cdeeeeebf3,74f370d4-8a45-49ff-88fa-14eefcf52bb1,352.24174937108177
44,723e4b60-5c0c-470f-822d-8425f06fcad3,c6fd2690-771f-4351-8f87-ee385b16b13b,130.33226768532802
45,69a8b099-c798-47a1-86cf-2525dd1d066e,23edf482-02f2-44c9-9f8f-b558c81b5614,638.5052858042759
46,5a4e7a0e-800c-4e2f-86ee-7760c91f2270,8f42774b-9421-40c2-b4fa-d02a2b5b2ba3,403.23225317427176
47,5ef071fb-0c25-4125-8837-a7a85926d453,b43f87e3-3dd2-481c-aa55-5ad4b8def08d,74.15692819959575
48,d21c2e87-3c14-4924-a3a0-1db9d4437dfe,92d69f41-ebee-4d23-9de6-f9635f0f2ec0,290.7688085060019
49,84d75e90-5d1c-440e-b536-e04b018945ee,5890ab8a-55e7-497a-8067-1de3334ab26c,303.92515526030417
50,cfebd540-5cd0-411e-9f90-9290ea1f4176,23edf482-02f2-44c9-9f8f-b558c81b5614,687.9776522533272
51,889afd46-511a-466c-b483-3c0829b1e90c,4c283e1c-4741-4cb1-b0f6-37754b9b6c5f,154.00811666921973
52,64f7e529-e80c-48ce-8e88-b5e7038bf3f2,8f42774b-9421-40c2-b4fa-d02a2b5b2ba3,351.6578592893951
53,756ef011-08c9-4e39-a029-842052454e56,9104f625-8aef-4345-ba55-bfce7344c858,81.00617260431454
54,3a23bbe9-dafc-4b1f-8869-b3e025b87d3f,8a1b59d7-1967-4158-a162-62033d552989,286.07385410065
55,f6b8797c-3527-4aaf-a85f-b5d5a09a5895,b9422771-bade-4384-b52c-3d63a17cfc5a,337.7339929589558
56,64d771c2-645c-493a-8a2d-cdd79a583d78,5038552d-864e-4bc0-8348-d9abb0498704,244.9663242162073
57,f15ac26d-1c9e-468c-a135-5ffc05be306a,52c62cd6-58f8-48b5-83fd-d0d83e0326c6,173.28084141069954
