,93deg,183deg,distance_px
0,e9548225-f1f4-4f73-8454-58bcecbdbf6d,0fdae412-6112-4853-aab6-df5a6d9ebe32,789.0350118974443
1,638b6f52-5e3d-42a2-a5b1-486033052fd3,0fdae412-6112-4853-aab6-df5a6d9ebe32,386.4430747212324
2,c3ae89fc-318c-4f39-aaf1-416d01fcd411,a9694274-5329-4816-8655-090f86168245,508.524581510078
3,9bb7a0d6-6777-4880-a40e-87987ec0c31f,938ff7cf-0b90-4304-b60e-540aed35bc81,293.3534557492037
4,67e95ceb-8e4b-44d4-8630-5db5b7e76d9d,d2a40097-4615-42f4-a644-6726d57dd645,509.6098998253468
5,df04f5aa-4f47-45bc-9705-b6e098a3168f,73c55de3-1205-43ee-bcae-d3d3e38ddad7,308.3557199080309
6,dbc3efc6-2783-4fd1-b0b1-2b86d8af7482,ec3a1227-006c-4541-8659-6bcfaad48a49,457.91920684767086
7,1971677d-0b26-4fb5-b86f-60406c778f63,d2a40097-4615-42f4-a644-6726d57dd645,444.5
8,f612c249-9f9f-474c-9c21-31df38d30452,938ff7cf-0b90-4304-b60e-540aed35bc81,93.03897032964197
9,9e0cac2a-3d32-48a2-aa63-0469410ce092,52e76e2a-8ad5-46b8-b658-a7134dec7bab,307.3113242300062
10,21236412-3395-43ea-9373-09b8ab721fee,73c55de3-1205-43ee-bcae-d3d3e38ddad7,185.34832073693033
11,b9407d31-3b71-4630-b7f0-23e2ae302b2d,a90e2d3f-0330-4511-b256-29490484739f,236.25886226764067
12,7658c7e2-9646-4418-b900-efcb7fb390b0,ec3a1227-006c-4541-8659-6bcfaad48a49,182.5602640225961
13,c734d4fd-8810-45ce-8a10-c236c0a891e1,787d7809-623d-45c8-a263-217163d39b4c,216.37756353189673
14,923a99d7-160d-494f-b5c9-620fb66424f4,2ed62c60-435b-4abf-b29a-550a6603a49c,287.8167819985485
15,6020c9ad-431f-4b64-87e8-257731097206,8e19832d-e1c4-43c6-88d9-80a971808086,268.49255110710243
16,cf21a80f-1dd9-4e81-a01e-4a09e891a79a,52e76e2a-8ad5-46b8-b658-a7134dec7bab,25.104780421266383
17,6fbda893-1126-4e1a-afd2-adca7ce6a133,b72aef60-504e-4ee7-ae89-60aece7f28b6,166.6283289239858
18,1e6cf99b-5b52-4854-859d-27100c6435e1,d2a40097-4615-42f4-a644-6726d57dd645,152.11919668470512
