,93deg,183deg,distance_px
0,e9548225-f1f4-4f73-8454-58bcecbdbf6d,d2a40097-4615-42f4-a644-6726d57dd645,642.626057672734
1,638b6f52-5e3d-42a2-a5b1-486033052fd3,0fdae412-6112-4853-aab6-df5a6d9ebe32,347.2625087739821
2,c3ae89fc-318c-4f39-aaf1-416d01fcd411,0fdae412-6112-4853-aab6-df5a6d9ebe32,301.9743366579352
3,9bb7a0d6-6777-4880-a40e-87987ec0c31f,938ff7cf-0b90-4304-b60e-540aed35bc81,50.202091589892945
4,67e95ceb-8e4b-44d4-8630-5db5b7e76d9d,73c55de3-1205-43ee-bcae-d3d3e38ddad7,194.8929193172497
5,df04f5aa-4f47-45bc-9705-b6e098a3168f,185f1d11-38b2-495c-aedb-31b8c3dd5e71,84.25704718301016
6,dbc3efc6-2783-4fd1-b0b1-2b86d8af7482,670f172c-c262-4092-a07a-32cd7d5a5c8b,251.36875303028418
7,1971677d-0b26-4fb5-b86f-60406c778f63,d2a40097-4615-42f4-a644-6726d57dd645,399.93780766514186
8,f612c249-9f9f-474c-9c21-31df38d30452,787d7809-623d-45c8-a263-217163d39b4c,125.06998041096833
9,9e0cac2a-3d32-48a2-aa63-0469410ce092,a9694274-5329-4816-8655-090f86168245,45.83939353874569
10,21236412-3395-43ea-9373-09b8ab721fee,73c55de3-1205-43ee-bcae-d3d3e38ddad7,164.14932226482082
11,b9407d31-3b71-4630-b7f0-23e2ae302b2d,11b5fe91-018c-4bdc-9275-8bc39d43b86c,146.45562467860358
12,7658c7e2-9646-4418-b900-efcb7fb390b0,670f172c-c262-4092-a07a-32cd7d5a5c8b,104.7377677822093
13,c734d4fd-8810-45ce-8a10-c236c0a891e1,553679c3-634a-4a7a-9284-ff0883f425da,25.544079548889602
14,923a99d7-160d-494f-b5c9-620fb66424f4,ec3a1227-006c-4541-8659-6bcfaad48a49,137.20878251773829
15,6020c9ad-431f-4b64-87e8-257731097206,d2a40097-4615-42f4-a644-6726d57dd645,14.916433890176299
16,cf21a80f-1dd9-4e81-a01e-4a09e891a79a,8dc543e8-029b-42c3-98f0-1a0dcba1580c,48.87228253314961
17,6fbda893-1126-4e1a-afd2-adca7ce6a133,8e19832d-e1c4-43c6-88d9-80a971808086,123.30551488072219
18,1e6cf99b-5b52-4854-859d-27100c6435e1,c54f481c-4a12-44cb-a8b1-e64768821c6b,257.4961164755694
19,0e63b6f3-37ec-4756-8275-4fc5fe79bb3d,9f0ae679-bd44-4c59-b114-0a52a3c2227e,106.04244433244644
20,dff10268-328d-4f45-a171-339895be3255,f7b9282b-393e-4dec-9fe1-7719c545c368,138.84163640637487
21,c80665d5-6863-4010-a4b4-cfb289cbcf95,7ebc110e-7011-4a2e-9bcd-7d3b84d15b47,79.40403012442127
