,10May2021,18Dec2020,distance_px
71,c99ac74f-a39c-4e0e-ba93-325bd123b855,50f1d106-e14b-4800-8b0e-3f5f9c8b3426,322.9133010577297
72,fed88d23-a8db-4cae-af0c-a4ff9538bb38,055b546f-0b51-4d8b-bbc2-b044c5ea91ee,341.5936913937375
73,93568ddc-3816-4052-bf54-2a14e30159d5,055b546f-0b51-4d8b-bbc2-b044c5ea91ee,146.50085323983612
74,6042c20e-33bb-42aa-a1eb-e2dda3b7efd2,4b385e2d-d573-40be-8530-9ef01538eeba,244.7825565680692
75,abf6365b-d56f-47b7-8f8d-d6de1a756fe5,4ddad6c6-8aa2-4c88-9e9c-b6235ddc8597,184.88509945368773
76,0b91b78d-8394-4907-b8cd-c46f548d7a08,4ddad6c6-8aa2-4c88-9e9c-b6235ddc8597,293.7401062163626
77,2c5023cd-725d-4cb4-8f3c-61ea624ed880,a486deb6-5c46-4f78-83fc-50e43e429bba,251.03187048659777
78,a6118281-8a8a-4b06-b04b-340a94e427f4,56579600-1e7d-4ad4-a433-43b175c3f7d6,35.654592972014136
79,b519254e-9efb-4304-8b27-bfae6cf9a8a5,6c615df1-b8c1-46ab-858d-0ce6c25ca22b,433.29464570889866
80,adb56ff7-f198-4641-8d43-8103bf93e643,06718b15-c806-49a3-9002-f50aec1f0048,287.1780806398706
81,19ae98ff-3467-43ad-ab0c-c279f6a601d7,65c164ba-7387-40fc-aded-b4a5eed23063,236.99894514533182
82,9b2638f0-a5f9-4336-9480-6b36aa380b00,9c2074f6-ded2-4bfb-aad3-471b5c4c62e3,446.63687711607514
83,27ddd60d-1924-4077-a572-54301aad9491,a486deb6-5c46-4f78-83fc-50e43e429bba,435.4058451605812
84,0bab7859-06a1-44c1-8e6c-f9dcf76c9393,9c2074f6-ded2-4bfb-aad3-471b5c4c62e3,197.12178976460214
85,3ddea74f-9672-430d-93bd-8e5a8ef7b33d,4ddad6c6-8aa2-4c88-9e9c-b6235ddc8597,553.4990966568961
86,cb92ce80-4fd4-486a-9ec7-0d200d520a04,06718b15-c806-49a3-9002-f50aec1f0048,403.50495659904846
87,13907abb-29d6-4d83-bdf9-03063ec23d1b,ce6c4133-cb68-41b4-ae38-9e5c66582406,192.74400120366911
88,413c62de-b6b2-4408-a51f-4973c98e10ae,9c2074f6-ded2-4bfb-aad3-471b5c4c62e3,362.07250655082885
89,30672c8b-3f63-4e39-8a58-43df90facf67,9c2074f6-ded2-4bfb-aad3-471b5c4c62e3,277.21516913762133
90,2be4fea8-0fe7-4d2b-9889-08e708b3b37e,ce6c4133-cb68-41b4-ae38-9e5c66582406,118.70657100598939
91,3a88b14a-8fdd-47b2-acca-bc18cc6383e4,6ae70944-9e51-464d-9343-cee2816de3dc,391.3272287996326
92,d20023f3-6df0-4e94-a963-1d8c8a38bdbd,484472db-958c-4ce7-b705-a91fefcb6de5,364.89621812235873
93,343eada3-6f83-4d0d-8ad0-819a7a259183,5b2ceb74-1b79-4907-b82f-0f603fee7c89,41.20982892466311
94,1ea6e690-2996-40f2-a754-703a7bb805fb,484472db-958c-4ce7-b705-a91fefcb6de5,112.65211937642363
95,a6748d59-2a57-4840-971e-fad86b3adb28,484472db-958c-4ce7-b705-a91fefcb6de5,462.2869779693129
96,95c195c1-6af7-45d0-9a20-261cb9dfbdfc,ce6c4133-cb68-41b4-ae38-9e5c66582406,523.6871680688768
97,a7ce2920-4650-4e04-bde0-a83c031aa89e,57fb7f16-ea08-429c-a93b-239ececb6291,316.48380685273617
98,12f2de69-c6c9-42d2-9e6e-1df12aeab54f,484472db-958c-4ce7-b705-a91fefcb6de5,376.03324321128844
99,2120d65a-8612-4567-b5ee-f6960619495c,8f3b5259-608c-4ed4-b69d-bb570b6fba3c,173.35296363200717
100,3dfb1904-33de-47d9-96a8-3b3c6867324b,f60dfcea-02a2-437c-9cf2-59d3f34d9abb,133.50093632630447
101,4de6d2d6-1bc8-40fa-b2c7-ff98c5b5c12d,57fb7f16-ea08-429c-a93b-239ececb6291,552.9565986585204
102,40f8c929-5047-4789-be27-a59912549ea4,f60dfcea-02a2-437c-9cf2-59d3f34d9abb,206.37102509800158
103,d5bbeb9e-85cd-46bf-ba47-6307d0c54fc6,d741735d-5d58-45d8-89b4-1eb93832794e,312.33955881380126
104,cd3c1e98-5faf-4dc1-b899-6fe8554c77e7,6ae70944-9e51-464d-9343-cee2816de3dc,382.4264635194589
105,8e5ecfcc-757e-407c-9485-62fd5ee200c3,d741735d-5d58-45d8-89b4-1eb93832794e,46.013584950533904
106,f142afc0-eaf4-4dff-8190-249b95dfb97f,57fb7f16-ea08-429c-a93b-239ececb6291,638.1686689269538
107,b66b7a52-7e5e-4ca5-bec3-9d433d49adfd,6900277e-8a36-4f66-a321-557d421afe52,137.30440633861681
108,df2d926b-be7b-46b3-b4f8-81c91d04e4f1,6900277e-8a36-4f66-a321-557d421afe52,257.59318702170674
109,f9da5e50-6bf5-4f5f-956a-3f42be784c10,b4cc7e0a-a461-4ba8-a1b6-4f8ba34f66f9,238.5340646532482
110,46cc80df-1090-4e3b-99f1-2c46b9ae8020,6900277e-8a36-4f66-a321-557d421afe52,662.0953481183809
111,7d50cc9d-094f-48fe-97a1-50192df84290,6900277e-8a36-4f66-a321-557d421afe52,216.31978642740935
112,65bfad48-6bea-4319-b232-fc1d4cb24da1,38643538-49a8-4f4a-879d-de52028c845c,348.2517049491646
113,30d21cf7-6fd6-401b-a48e-1cc43c666bd1,6900277e-8a36-4f66-a321-557d421afe52,802.6671165557987
114,e6704d7f-f404-463c-aa22-f9b75554a014,38643538-49a8-4f4a-879d-de52028c845c,183.0416619242734
115,b4800d84-d28e-4d0e-8d6e-e3966960a713,38643538-49a8-4f4a-879d-de52028c845c,383.1461862005154
116,02277326-8263-4d15-83f6-09f0a673f175,b4cc7e0a-a461-4ba8-a1b6-4f8ba34f66f9,722.3477348202872
117,5c2680da-9b3d-4bb2-961b-ef383d432ef1,b4cc7e0a-a461-4ba8-a1b6-4f8ba34f66f9,1146.2138762028665
118,f5414fa8-0c1a-457c-ad9f-bcb2847a4036,38643538-49a8-4f4a-879d-de52028c845c,706.2538495470308
119,46d912f4-0fdd-465a-9608-27b88f105bde,38643538-49a8-4f4a-879d-de52028c845c,512.4268240441751
120,185604c1-72a0-45e8-9b13-c43f9a5b440a,38643538-49a8-4f4a-879d-de52028c845c,692.8103997487335
121,3149495e-0cb3-447a-ba57-2266ca28c856,38643538-49a8-4f4a-879d-de52028c845c,1274.8883284429269
122,c7132029-a523-4401-a192-3269ffefe7a9,38643538-49a8-4f4a-879d-de52028c845c,846.1987059786844
